股票代码,股票简称,最新公告日期,每股收益(元),营业总收入(元),净利润(元),净资产收益率(%),同比增长(%),同比增长(%),每股净资产(元),每股经营现金流量(元),销售毛利率(%),季度环比增长(%),季度环比增长(%),利润分配,所处行业
000550,江铃汽车,2024-03-30 00:00:00,1.71,33167325081,1475597266,15.06,10.1894096916,61.26,11.990243135538,5.291318104201,15.3819967258,19.5625,66.4414,10派6.84元(含税),汽车整车
000551,创元科技,2024-04-09 00:00:00,0.3844,4323163307.84,155295546.99,6.71,3.4156183882,-5.27,5.786886381581,0.542628876821,21.5268286352,9.0708,-61.287,10派0.70元(含税),环保行业
000552,甘肃能化,2024-04-16 00:00:00,0.37,11259062215.66,1737919802.18,12.75,-8.1742695778,-45.16,2.932038604593,0.345640676196,35.8912809664,-6.9435,-36.2172,10派1.00元(含税),煤炭行业
000553,安道麦A,2024-03-27 00:00:00,-0.69,32779456000,-1605887000,-7.13,-12.3119936472,-363.52,9.410405217245,1.123643023557,20.7305087674,9.6187,29.6011,不分配不转增,农药兽药
000554,泰山石油,2024-04-25 00:00:00,0.07,3641277758.17,34886564.34,3.7,18.6125012149,199.72,1.986538317005,0.112037355906,10.5466333893,-6.9757,13.8067,10派0.23元(含税),石油行业
000555,神州信息,2024-03-29 00:00:00,0.2144,12056229678.83,207127329.98,3.36,0.4748044709,0.3,6.335854362977,0.238831709762,15.3461207393,129.4109,1946.7136,10派0.32元(含税),互联网服务
000557,西部创业,2024-04-26 00:00:00,0.1662,1665275473.36,242400833.26,4.23,-6.7274133659,1.86,4.005883049914,0.454280496281,20.5996583471,-5.6117,-34.8391,不分配不转增,物流行业
000558,莱茵体育,2024-04-26 00:00:00,0.0436,255183239.88,56193473.51,3.84,-5.1680709647,433.04,0.840184296817,0.056571678812,36.1628055524,800.7893,700.0949,不分配不转增,旅游酒店
000559,万向钱潮,2024-04-30 00:00:00,0.25,14486808920.82,821520182.86,9.52,3.3667863204,1.54,2.681547456379,0.364575408607,15.4490302236,-10.8072,26.5389,10派1.50元(含税),汽车零部件
000560,我爱我家,2024-04-26 00:00:00,-0.3601,12091732831.61,-848292259.15,-8.58,3.5835515718,-173.91,4.020830118584,1.984067465833,9.466488984,7.5114,-3981.3762,不分配不转增,房地产服务
000561,烽火电子,2024-04-12 00:00:00,0.09,1470321144.51,52341866.2,2.86,-8.1058326464,-46.41,3.134478870757,-0.302604562856,35.7802182961,201.4098,397.7706,不分配不转增,通信设备
000563,陕国投A,2024-03-18 00:00:00,0.2117,2812799741.8,1082484801.86,6.51,46.0501138337,29.18,3.341629646835,0.116000741434,None,35.3044,7.496,10派0.70元(含税),多元金融
000564,ST大集,2024-04-26 00:00:00,-0.1315,1400009537.62,-2520136130.07,-25.05,-0.3837480109,-170.83,0.584872769905,0.007107309302,30.3806162565,-0.6475,-1116.3366,不分配不转增,商业百货
000565,渝三峡A,2024-04-23 00:00:00,-0.08,500201805.24,-34813239.7,-2.74,6.6883987042,-166.38,2.859966049137,-0.005161932933,25.7418864748,2.262,-785.1133,10派0.15元(含税),化学制品
000566,海南海药,2024-04-30 00:00:00,-0.0821,1478580692.25,-106488625.88,-5.04,-16.8894146041,-1113.523656922,1.58972074661,0.079814731431,38.5588522803,-22.9115,-140.3539,不分配不转增,化学制药
000567,海德股份,2024-04-25 00:00:00,0.6528,1229643410.55,879925242.18,16.57,15.6894967031,25.68,4.05367181938,-0.071197064003,94.6343308691,-29.9311,-56.2705,10转4.50股派4.25元(含税),多元金融
000568,泸州老窖,2024-04-27 00:00:00,9.02,30233301388.26,13246394700.59,35.07,20.3384291527,27.79,28.119398385361,7.234003678369,88.3004791381,12.8021,-22.8853,10派54.00元(含税),酿酒行业
000570,苏常柴A,2024-04-12 00:00:00,0.1537,2155698787.49,108495607.05,3.19,-1.207322998,41.48,4.816470172936,0.194404540206,14.7025622466,-24.4099,-294.0237,"10派0.47元(含税,扣税后0.423元)",汽车零部件
000571,新大洲A,2024-04-30 00:00:00,-0.1341,1224174513.22,-109410762.57,-30.89,-7.0352820567,-190.84,0.438055211334,0.369660468466,45.4412567148,125.4152,-29.9374,不分配不转增,煤炭行业
000572,海马汽车,2024-04-23 00:00:00,-0.1229,2583818805.38,-202044778.45,-10.11,7.2510424175,87.16,1.153613292237,0.468369977828,9.8022378187,167.7588,38.7973,不分配不转增,汽车整车
000573,粤宏远A,2024-04-13 00:00:00,0.1035,352249483.63,66085698.17,3.97,-62.8186342817,59.04,2.61727944774,-0.467531832598,14.155016276,-17.8144,288.0875,10派0.60元(含税),房地产开发
000576,甘化科工,2024-04-20 00:00:00,-0.53,323277259.89,-233068813.79,-13.64,-27.4157316751,-295.59,3.636425280773,0.096297054856,51.7898383904,-40.5112,-2791.685,不分配不转增,综合行业
000581,威孚高科,2024-04-16 00:00:00,1.88,11093141950.98,1837291259.68,9.92,-12.8557729795,1446.28,19.358025270232,1.622740260624,17.5137875169,24.3332,38.0104,10派10.00元(含税),汽车零部件
000582,北部湾港,2024-04-30 00:00:00,0.637,6949606334.66,1126863205.74,8.04,8.947546286,10.47,7.586333332459,1.216294210232,33.8033872672,19.4417,15.0768,10派2.51元(含税),航运港口
000584,*ST工智,2024-04-30 00:00:00,-0.5288,2187855364.38,-402365284.54,-52.36,20.0555132828,48.67,0.713682480633,0.269658123021,11.1485985761,44.6973,-1479.7206,不分配不转增,专用设备
000586,汇源通信,2024-04-03 00:00:00,0.1031,495808383.28,19939079.74,6.17,11.0908828152,9.53,1.722591040219,0.012067132548,29.415501639,29.3001,-88.0327,不分配不转增,通信设备
000589,贵州轮胎,2024-04-16 00:00:00,0.73,9601195952.98,832650411.91,12.53,13.7601277675,94.19,5.735783125473,1.650917374868,22.2101570042,-1.2211,-29.0814,10派2.00元(含税),橡胶制品
000590,启迪药业,2024-03-28 00:00:00,0.1054,404647908.22,25246778.76,3.55,15.439503003,39.41,3.022148132285,-0.122725439207,52.420591685,53.7236,39423.3101,不分配不转增,中药
000591,太阳能,2024-04-13 00:00:00,0.4038,9540404214.99,1578655966.45,7.07,3.2915427437,13.75,5.872615252746,0.608152049562,34.4204311788,28.3758,-76.5634,10派1.46元(含税),电力行业
000592,平潭发展,2024-04-25 00:00:00,-0.1594,1233161878.86,-307841201.35,-13.91,4.9494752761,-34.12,1.066274956606,0.064596207829,6.6941582744,13.029,-3455.3946,不分配不转增,农牧饲渔
000593,德龙汇能,2024-04-27 00:00:00,-0.673,1600101468.57,-241326305.19,-24.62,8.9185990723,-600.25,2.363652362615,0.664807177536,15.5070961545,16.8253,-1472.5935,不分配不转增,燃气
000595,宝塔实业,2024-04-19 00:00:00,-0.14,297934696.74,-162791469.46,-27.8,18.9772938554,-81.22,0.44412155631,-0.026093604302,0.0895186807,63.2189,-472.0064,不分配不转增,通用设备
000596,古井贡酒,2024-04-27 00:00:00,8.68,20253526598.02,4589164052.8,22.92,21.1825695253,46.01,40.721357566099,8.505875963715,79.0661103567,-7.3621,-24.8394,10派45.00元(含税),酿酒行业
000597,东北制药,2024-03-30 00:00:00,0.25,8243175021.66,358458434.72,7.65,-6.4226506063,2.34,3.490489380206,0.410573370728,40.6758248484,-3.0727,63.3556,"10派1.00元(含税,扣税后0.90元)",化学制药
000598,兴蓉环境,2024-04-19 00:00:00,0.6204,8086535650.22,1843412411.08,11.86,5.987885526,13.97,5.574685205779,1.135089477552,40.349211542,8.3631,-45.0293,10派1.70元(含税),公用事业
000599,青岛双星,2024-03-29 00:00:00,-0.22,4655500230.14,-176144964.26,-7.64,19.0543911284,70.74,2.613288116584,0.34322770951,8.6349326493,-3.9206,116.037,不分配不转增,橡胶制品
000600,建投能源,2024-04-26 00:00:00,0.093,18946080722.31,167000930.98,1.7,3.4975386825,56.8204093101,5.518325000324,1.181132552857,11.7962343413,31.1001,-141.8925,10派0.80元(含税),电力行业
000601,韶能股份,2024-04-27 00:00:00,-0.25,4106806068.18,-266031753.35,-6.03,6.7084002485,-258.25,3.9628709687,0.453781951439,7.8910099486,-41.2487,-1514.9401,不分配不转增,电力行业
000603,盛达资源,2024-04-27 00:00:00,0.21,2253503431.67,147986998.1,4.85,19.9176165487,-59.41,4.530471428103,0.456983773566,31.9640883554,9.3061,-80.6847,10派0.75元(含税),有色金属
000605,渤海股份,2024-04-30 00:00:00,0.0571,1844760143.76,20121787.89,0.95,5.214096602,22.95,5.998153483227,0.865503499107,24.803829218,113.9926,609.4349,10派0.20元(含税),公用事业
000607,华媒控股,2024-04-03 00:00:00,0.09,1775533388.73,88428706.17,5.49,-1.7467843886,4.31,1.621635740651,0.267253019104,20.7900639089,22.6692,595.5998,10派0.29元(含税),文化传媒
000608,阳光股份,2024-03-23 00:00:00,-0.3131,321270465.34,-234817355.54,-9.13,-15.7200948909,38.83,3.238791771823,0.094529248527,58.7424298683,-65.2786,-894.6129,不分配不转增,房地产开发
000609,*ST中迪,2024-04-26 00:00:00,-0.62,57648446.32,-184217790.18,-38.32,-86.5245378118,37.09,1.301797499747,-0.173880487108,1.5899835616,1131.7259,-401.8101,不分配不转增,房地产开发
000610,西安旅游,2024-04-23 00:00:00,-0.6502,549822766.14,-153929653.81,-26.82,38.8459411111,7.82,2.099361309945,-0.076838783758,4.0376875799,-93.3509,-526.16,不分配不转增,旅游酒店
000612,焦作万方,2024-03-30 00:00:00,0.497,6186553848.06,593046799.96,10.69,-7.3327369284,95.67,4.866342607166,0.714431071519,9.7472810822,-3.4854,8.2287,10派1.40元(含税),有色金属
000615,*ST美谷,2024-04-26 00:00:00,-0.45,1364338295.7,-342689643.81,-102.8,0.6058713037,78.37,0.289364277362,0.254793027415,25.9472324669,-5.3132,-4276.977,不分配不转增,美容护理
000617,中油资本,2024-03-29 00:00:00,0.39,38992108161.18,4926373588.18,5.03,20.23,0.16,7.920489398631,3.207822880677,23.9691877488,13.1039,-124.9988,10派1.17元(含税),多元金融
000619,海螺新材,2024-03-23 00:00:00,-0.0516,5796311628.54,-18589703.1,-0.84,5.6180290025,79.84,6.110439652583,0.642843424444,8.8891983037,-4.5052,-10720.4681,不分配不转增,装修建材
000620,新华联,2024-03-30 00:00:00,0.19,3875157771.86,351901343.51,None,-26.2307684408,110.3,0.915792530715,0.097561480911,8.9938537267,26.621,493.7102,None,综合行业
000622,*ST恒立,2024-04-30 00:00:00,-0.027,111472013.18,-11479851.09,-6.09,-54.7378193265,13.4,0.429964227587,-0.005166499697,8.9689042162,-67.1461,-65.7382,不分配不转增,汽车零部件
000623,吉林敖东,2024-04-17 00:00:00,1.2971,3449123301.81,1459879678.96,5.48,20.2534521611,-18.02,22.825147084353,0.058250219801,49.22811464,42.0968,-12.0735,10派6.00元(含税),化学制药
000625,长安汽车,2024-04-18 00:00:00,1.15,151297706646.97,11327463013.15,16.55,24.7786662923,45.25,7.245238063184,2.002711242102,18.3578792493,0.883,-35.1825,"10派3.43元(含税,扣税后3.087元)",汽车整车
000626,远大控股,2024-04-26 00:00:00,-0.74,86295012250.54,-377311326.23,-13.33,5.2276766706,-429.26,5.188222290692,-0.88132026594,0.5465087017,-15.7249,-924.5729,不分配不转增,贸易行业
000627,天茂集团,2024-04-30 00:00:00,-0.13,49698873747.47,-651758543.03,-3.14,0.1676458774,-337.82,4.167496729209,1.929762788892,None,9.7368,-1614.0045,不分配不转增,保险
000628,高新发展,2024-03-26 00:00:00,1.039,8008118403.35,365937536.58,18.98,21.8780416244,83.82,5.981428482116,-1.496788781481,7.8782524803,109.2602,-30.1977,10派1.52元(含税),工程建设
000629,钒钛股份,2024-03-26 00:00:00,0.1184,14380138064.21,1057656335,10.11,-4.6886901983,-21.32,1.30447097554,0.028268876895,14.4047327527,-8.6516,-29.1486,不分配不转增,钢铁行业
000630,铜陵有色,2024-04-29 00:00:00,0.21,137453847565.82,2699176213.13,8.83,12.8075439029,-35.49,2.492149700745,0.467723451459,7.2566776591,3.1408,-89.266,10派0.80元(含税),有色金属
000631,顺发恒业,2024-04-23 00:00:00,0.15,2236625758.93,331327886.54,5.6,628.0713289894,104.6,2.456146546249,0.025430811373,18.5304927409,-72.7668,-67.5048,10派1.00元(含税),房地产开发
000632,三木集团,2024-04-25 00:00:00,-0.6853,13912210132.7,-319021964.85,-25.04,-0.3000225653,-2245.64,3.326559868428,-0.157250478191,2.6427614237,34.808,-445158.5514,不分配不转增,综合行业
000633,合金投资,2024-04-09 00:00:00,0.0151,233898499.07,5816239.99,3.3,1.9961740981,-1.3,0.463468440627,-0.03635399303,11.7836479668,-23.4632,-60.7552,不分配不转增,有色金属
000635,英力特,2024-04-25 00:00:00,-2.19,1747196028.3,-667768724.47,-34.51,-6.8189780495,-71.72,5.269216478774,-1.962299450657,-23.8573079705,8.5977,-7.0062,不分配不转增,化学原料
000636,风华高科,2024-04-16 00:00:00,0.15,4221429523.25,173478853.85,1.46,8.9701504275,-46.99,10.315222977199,0.306737412871,14.3546301034,-15.7311,134.819,10派0.50元(含税),电子元件
000637,ST实华,2024-04-29 00:00:00,-0.25,4547810680.92,-127833708.4,-15.62,-24.9453913666,1.38,1.400922578758,0.679051518707,4.8523982552,-64.4887,-6326.193,不分配不转增,石油行业
000638,万方发展,2024-04-30 00:00:00,-0.02,167510477.14,-5208966.25,-2.99,6.2156473393,-223.99,0.530632527,-0.069101331132,3.1540100059,27.0234,353.4486,不分配不转增,农牧饲渔
000639,西王食品,2024-04-27 00:00:00,-0.0156,5490278897.38,-16865799.9,-0.51,-9.5627482613,97.27,3.09228388406,0.394369504159,20.7175784863,-4.2847,-140.2411,不分配不转增,食品饮料
000650,仁和药业,2024-04-26 00:00:00,0.41,5032146123.81,567257498.51,9.63,-2.3493866226,-1.25,4.28092951568,0.356779359296,37.1224212692,6.7454,-85.3765,10派2.00元(含税),中药
000651,格力电器,2024-04-30 00:00:00,5.22,205018123834.21,29017387604.18,26.53,7.8187739719,18.41,20.739708959889,10.014981862087,30.5686542287,-12.1665,20.3051,10派23.80元(含税),家电行业
000652,泰达股份,2024-04-24 00:00:00,0.1239,21067935417.73,182838149.83,3.31,4.0319971632,2.62,3.839411097392,0.381493338247,6.2606973928,81.3464,23.554,10派0.40元(含税),综合行业
000655,金岭矿业,2024-03-23 00:00:00,0.395,1454083834.63,235250192.37,8.09,5.9248274813,15.82,5.487623157988,0.573118265147,22.1508544191,-8.0505,-16.7812,10派1.20元(含税),钢铁行业
000656,*ST金科,2024-04-30 00:00:00,-1.7,63238238602.76,-8732205940.12,-107.89,15.2680806153,59.18,0.657045493179,-0.662627530858,12.8207523583,18.7828,-1447.914,不分配不转增,房地产开发
000657,中钨高新,2024-04-26 00:00:00,0.35,12735999818.25,484569928.21,8.54,-2.6297470704,-9.36,4.130237330345,0.109016265686,16.8678143163,6.1959,130.3722,10派1.30元(含税),小金属
000659,珠海中富,2024-04-26 00:00:00,-0.0546,1258192644.08,-70256647.45,-19.03,-3.3427740217,62.21,0.254036639339,0.11224165135,19.9405533358,-47.6931,-482.7005,不分配不转增,包装材料
000661,长春高新,2024-03-20 00:00:00,11.21,14566039611.98,4532483532.14,22.6,15.3545706046,9.47,54.552483808837,12.612442547786,85.9677032291,-13.9425,-36.6383,"10派45.00元(含税,扣税后40.50元)",生物制品
000663,永安林业,2024-04-30 00:00:00,0.56,693162044.78,190033530.14,18.89,-8.3883296094,-29.09,3.275354598764,1.035366801128,44.657251412,142.085,103.0964,不分配不转增,装修建材
000665,湖北广电,2024-04-18 00:00:00,-0.57,2063825376.27,-647426385.98,-11.57,-5.1371418643,-8.76,4.570698662335,-0.23583773287,3.7786716525,22.0456,-109.1909,不分配不转增,文化传媒
000668,荣丰控股,2024-04-27 00:00:00,-0.34,117206660.22,-49634038.33,-4.16,-81.6471780876,-30.85,7.50159242584,0.024594872144,27.8673911864,307.3209,-368.7298,不分配不转增,医疗器械
000669,ST金鸿,2024-04-27 00:00:00,-0.33,1231817048.49,-222834630.57,-62.77,-2.14396977,-67.88,0.38176547128,0.294103041234,8.9956594184,50.0383,-925.4273,不分配不转增,燃气
000670,盈方微,2024-04-16 00:00:00,-0.0735,3466949892.09,-60057541.89,-104.41,10.9706566088,-502.94,0.043769239601,-0.168734358262,4.7033436212,19.3276,-277.9182,不分配不转增,半导体
000672,上峰水泥,2024-04-25 00:00:00,0.7813,6397089370.81,744285615.64,8.66,-10.3417624304,-21.56,9.118577386514,1.152014440206,27.7479265792,-8.914,-74.138,10派4.00元(含税),水泥建材
000676,智度股份,2024-04-23 00:00:00,0.2337,2928765929.59,298332489.46,8.11,7.339139784,174.02,3.047143492186,-0.203203850241,19.9713421077,-1.9735,76.9072,不分配不转增,互联网服务
000677,恒天海龙,2024-04-12 00:00:00,0.05,1029977930.49,46376181.18,10.59,3.9376192344,-6.42,0.533797911055,0.119618947196,20.9457560219,-2.825,-55.6645,不分配不转增,化纤行业
000678,襄阳轴承,2024-04-26 00:00:00,-0.12,1394458768.94,-53721740.83,-6.28,23.3411560729,57.08,1.825021227164,0.065019314006,11.1263732873,-61.6354,-84.1416,不分配不转增,汽车零部件
000679,大连友谊,2024-04-18 00:00:00,-0.1,163336535.5,-37166935.88,-10.6,9.2827413218,25.91,0.931931478143,-0.01575830491,26.8240456343,-6.1306,-187.2696,不分配不转增,商业百货
000680,山推股份,2024-03-26 00:00:00,0.5099,10540862569.13,765419316.88,14.67,5.4314530876,21.16,3.711880808209,0.23283670298,18.4427892155,12.9645,31.2299,10派1.50元(含税),工程机械
000681,视觉中国,2024-04-26 00:00:00,0.2078,780829818.58,145594129.92,4.24,11.9417620875,48.14,4.949545091315,0.255729864357,51.2381527472,1.4888,-27.1768,10派0.21元(含税),文化传媒
000682,东方电子,2024-04-19 00:00:00,0.4037,6478071293.63,541303704.72,12.41,18.6405022264,23.46,3.419080425371,0.939020329953,33.6978396225,50.3612,38.4344,10派0.80元(含税),电网设备
000683,远兴能源,2024-04-16 00:00:00,0.39,12043563754.82,1409917321.19,10.88,9.6214179249,-46.99,3.605586187693,0.839657811591,41.0935842456,49.3356,-121.1415,10派3.00元(含税),化学原料
000685,中山公用,2024-04-27 00:00:00,0.66,5198990506.55,967284815.98,6.05,43.6490781313,-9.79,11.102673078597,0.409590180877,20.1590442393,75.8053,-45.7661,10派2.00元(含税),公用事业
000686,东北证券,2024-04-19 00:00:00,0.2856,6475249683.62,668450370.61,3.66,27.53,189.44,7.895657259275,-0.804142310071,None,25.3588,213.8768,"10派1.00元(含税,扣税后0.90元)",证券
000688,国城矿业,2024-04-27 00:00:00,0.0572,1195842471.08,62714397.11,2.16,-22.7027067189,-66.17,2.499447217492,0.519524150718,36.417593639,40.4082,1143.3455,10派0.18元(含税),有色金属
000690,宝新能源,2024-04-09 00:00:00,0.41,10274802080.05,888539014.67,7.59,9.1322556054,385.17,5.573657818364,0.922364761893,13.5593887702,-4.7384,-26.4937,"10派3.00元(含税,扣税后2.70元)",电力行业
000691,亚太实业,2024-04-20 00:00:00,-0.3226,373193747.14,-104276603.56,-114.57,-31.9232987809,-7878.61,0.124270294676,0.064966155659,12.0362739071,52.9081,76.3231,不分配不转增,化学制品
000692,*ST惠天,2024-04-30 00:00:00,1.8334,1964874054.92,976899513.92,115.25,-1.5737898451,150.39,0.325342205378,2.363534660156,-24.6122584936,10241.2782,1525.6537,不分配不转增,公用事业
000695,滨海能源,2024-03-21 00:00:00,-0.0815,343893780.36,-18109027.64,-9.42,-17.1566274908,82.32,0.824826930403,-0.092375021494,3.2488438227,410.4324,-206.9049,不分配不转增,造纸印刷
000697,炼石航空,2024-03-20 00:00:00,-0.3925,1515559495.75,-261659578.73,None,22.6476654304,67.38,0.490222079562,-0.281770395475,11.2039856631,39.7436,106.2227,不分配不转增,航天航空
000698,沈阳化工,2024-04-27 00:00:00,-0.56,5281892618.94,-458244969.3,-25.88,-11.0993979012,73.32,1.882129622116,-0.063002934293,3.1545811754,16.4582,-131.8217,不分配不转增,石油行业
000700,模塑科技,2024-04-27 00:00:00,0.489,8721543019.15,449104070.25,13.05,13.8052751182,-9.82,3.776391526384,1.12740815286,17.3903992046,16.2175,-80.9921,不分配不转增,汽车零部件
000701,厦门信达,2024-04-20 00:00:00,-1.1911,71540172139.04,-596635079.69,-145.46,-23.8937552697,-1273.52,0.659306739904,0.893497996733,0.981085072,-10.74,-375.8716,不分配不转增,商业百货
000702,正虹科技,2024-04-09 00:00:00,-0.4662,1241169009.64,-139850017.26,-46.59,6.8967743114,-20.58,1.233508675232,0.175657279002,4.0467830924,-4.4723,-2202.0205,不分配不转增,农牧饲渔
000703,恒逸石化,2024-04-20 00:00:00,0.13,136148114082.34,435458340.57,1.74,-10.4584887256,140.3371097621,6.560321246256,1.236077871994,3.7590534646,-6.9699,76.0011,10派1.00元(含税),化纤行业
000705,浙江震元,2024-03-22 00:00:00,0.24,4106371595.4,81642566.28,4.19,-0.9433821061,4.79,5.913780012597,0.271815622273,18.6837839264,-1.8597,-37.2363,10派0.60元(含税),医药商业
000707,双环科技,2024-04-25 00:00:00,1.3279,3794250469.52,616317245.93,34.73,-13.0616843284,-29.41,4.523790038093,1.367924888596,23.8960115465,7.9756,2.2888,10派1.40元(含税),化学原料
